Run	Assay	Platform	Type	Experiment	Instrument	Isolation_Source	Library	Name	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center	Name	Collection_date	Consent	DATASTORE	filetype	DATASTORE	provider	DATASTORE	region	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Lat_Lon	LibraryLayout	LibrarySelection	LibrarySource	Organism	ReleaseDate	Sample	Name	SRA	Study	Isolate					
SRR15884599	AMPLICON	Old_61	405	China	Illumina	NovaSeq	intestinal	fecal	10708768	PRJNA763023	SAMN21420960	Metagenome	or	environmental	5446508	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175737	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_61	
SRR15884600	AMPLICON	Old_60	400	China	Illumina	NovaSeq	intestinal	fecal	10769754	PRJNA763023	SAMN21420959	Metagenome	or	environmental	6007516	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175736	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_60	
SRR15884601	AMPLICON	Old_5	412	China	Illumina	NovaSeq	intestinal	fecal	8040696	PRJNA763023	SAMN21420958	Metagenome	or	environmental	4145200	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175735	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_5	
SRR15884602	AMPLICON	Old_59	405	China	Illumina	NovaSeq	intestinal	fecal	6045254	PRJNA763023	SAMN21420957	Metagenome	or	environmental	3184956	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175734	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_59	
SRR15884603	AMPLICON	oControl_136	400	China	Illumina	NovaSeq	intestinal	fecal	16792265	PRJNA763023	SAMN21420606	Metagenome	or	environmental	9518807	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175733	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_136	
SRR15884604	AMPLICON	Old_58	400	China	Illumina	NovaSeq	intestinal	fecal	6731194	PRJNA763023	SAMN21420956	Metagenome	or	environmental	3362435	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175732	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_58	
SRR15884605	AMPLICON	Old_57	401	China	Illumina	NovaSeq	intestinal	fecal	8191914	PRJNA763023	SAMN21420955	Metagenome	or	environmental	3899385	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175731	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_57	
SRR15884606	AMPLICON	Old_56	396	China	Illumina	NovaSeq	intestinal	fecal	5478479	PRJNA763023	SAMN21420954	Metagenome	or	environmental	3211413	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175730	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_56	
SRR15884607	AMPLICON	Old_55	402	China	Illumina	NovaSeq	intestinal	fecal	4103919	PRJNA763023	SAMN21420953	Metagenome	or	environmental	2247153	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175729	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_55	
SRR15884608	AMPLICON	Old_54	398	China	Illumina	NovaSeq	intestinal	fecal	17309297	PRJNA763023	SAMN21420952	Metagenome	or	environmental	8748291	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175728	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_54	
SRR15884609	AMPLICON	Old_53	397	China	Illumina	NovaSeq	intestinal	fecal	21764160	PRJNA763023	SAMN21420951	Metagenome	or	environmental	10842079	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175727	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_53	
SRR15884610	AMPLICON	Old_52	405	China	Illumina	NovaSeq	intestinal	fecal	5182691	PRJNA763023	SAMN21420950	Metagenome	or	environmental	2974628	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175726	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_52	
SRR15884611	AMPLICON	Old_51	404	China	Illumina	NovaSeq	intestinal	fecal	8107363	PRJNA763023	SAMN21420949	Metagenome	or	environmental	4268954	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175725	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_51	
SRR15884612	AMPLICON	Old_50	409	China	Illumina	NovaSeq	intestinal	fecal	13883442	PRJNA763023	SAMN21420948	Metagenome	or	environmental	7009910	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175724	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_50	
SRR15884613	AMPLICON	Old_4	399	China	Illumina	NovaSeq	intestinal	fecal	7487798	PRJNA763023	SAMN21420947	Metagenome	or	environmental	4274436	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175723	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_4	
SRR15884614	AMPLICON	oControl_135	404	China	Illumina	NovaSeq	intestinal	fecal	10614536	PRJNA763023	SAMN21420605	Metagenome	or	environmental	5723790	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175722	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_135	
SRR15884615	AMPLICON	Old_49	415	China	Illumina	NovaSeq	intestinal	fecal	7105123	PRJNA763023	SAMN21420946	Metagenome	or	environmental	3765515	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175721	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_49	
SRR15884616	AMPLICON	Old_48	399	China	Illumina	NovaSeq	intestinal	fecal	11465683	PRJNA763023	SAMN21420945	Metagenome	or	environmental	5758405	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175720	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_48	
SRR15884617	AMPLICON	Old_47	416	China	Illumina	NovaSeq	intestinal	fecal	13586514	PRJNA763023	SAMN21420944	Metagenome	or	environmental	7077760	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175719	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_47	
SRR15884618	AMPLICON	Old_46	401	China	Illumina	NovaSeq	intestinal	fecal	12388367	PRJNA763023	SAMN21420943	Metagenome	or	environmental	6196157	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175718	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_46	
SRR15884619	AMPLICON	Old_45	416	China	Illumina	NovaSeq	intestinal	fecal	7083832	PRJNA763023	SAMN21420942	Metagenome	or	environmental	3423236	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175717	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_45	
SRR15884620	AMPLICON	Old_44	394	China	Illumina	NovaSeq	intestinal	fecal	17355580	PRJNA763023	SAMN21420941	Metagenome	or	environmental	9970635	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175716	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_44	
SRR15884621	AMPLICON	Old_43	400	China	Illumina	NovaSeq	intestinal	fecal	7807029	PRJNA763023	SAMN21420940	Metagenome	or	environmental	4063317	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175715	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_43	
SRR15884622	AMPLICON	Old_42	401	China	Illumina	NovaSeq	intestinal	fecal	12881536	PRJNA763023	SAMN21420939	Metagenome	or	environmental	6254878	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175714	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_42	
SRR15884623	AMPLICON	Old_41	400	China	Illumina	NovaSeq	intestinal	fecal	12657297	PRJNA763023	SAMN21420938	Metagenome	or	environmental	6417024	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175713	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_41	
SRR15884624	AMPLICON	Old_40	400	China	Illumina	NovaSeq	intestinal	fecal	7880017	PRJNA763023	SAMN21420937	Metagenome	or	environmental	4440675	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175712	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_40	
SRR15884625	AMPLICON	oControl_134	406	China	Illumina	NovaSeq	intestinal	fecal	11138073	PRJNA763023	SAMN21420604	Metagenome	or	environmental	6063094	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175711	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_134	
SRR15884626	AMPLICON	Old_3	398	China	Illumina	NovaSeq	intestinal	fecal	9022066	PRJNA763023	SAMN21420936	Metagenome	or	environmental	4418132	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175710	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_3	
SRR15884627	AMPLICON	Old_39	413	China	Illumina	NovaSeq	intestinal	fecal	13246435	PRJNA763023	SAMN21420935	Metagenome	or	environmental	6653259	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175709	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_39	
SRR15884628	AMPLICON	Old_38	412	China	Illumina	NovaSeq	intestinal	fecal	10362318	PRJNA763023	SAMN21420934	Metagenome	or	environmental	5209591	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175708	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_38	
SRR15884629	AMPLICON	Old_37	404	China	Illumina	NovaSeq	intestinal	fecal	12841501	PRJNA763023	SAMN21420933	Metagenome	or	environmental	6514699	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175707	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_37	
SRR15884630	AMPLICON	Old_36	402	China	Illumina	NovaSeq	intestinal	fecal	6924119	PRJNA763023	SAMN21420932	Metagenome	or	environmental	3522701	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175706	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_36	
SRR15884631	AMPLICON	Old_35	396	China	Illumina	NovaSeq	intestinal	fecal	9783307	PRJNA763023	SAMN21420931	Metagenome	or	environmental	5662870	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175705	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_35	
SRR15884632	AMPLICON	Old_34	402	China	Illumina	NovaSeq	intestinal	fecal	14219185	PRJNA763023	SAMN21420930	Metagenome	or	environmental	7391825	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175704	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_34	
SRR15884633	AMPLICON	Old_33	408	China	Illumina	NovaSeq	intestinal	fecal	13138203	PRJNA763023	SAMN21420929	Metagenome	or	environmental	6686790	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175703	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_33	
SRR15884634	AMPLICON	Old_32	402	China	Illumina	NovaSeq	intestinal	fecal	11101176	PRJNA763023	SAMN21420928	Metagenome	or	environmental	5408837	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175702	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_32	
SRR15884635	AMPLICON	Old_31	400	China	Illumina	NovaSeq	intestinal	fecal	8728180	PRJNA763023	SAMN21420927	Metagenome	or	environmental	4824235	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175701	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_31	
SRR15884636	AMPLICON	oControl_133	400	China	Illumina	NovaSeq	intestinal	fecal	11794582	PRJNA763023	SAMN21420603	Metagenome	or	environmental	6322675	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175700	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_133	
SRR15884637	AMPLICON	Old_30	398	China	Illumina	NovaSeq	intestinal	fecal	11946367	PRJNA763023	SAMN21420926	Metagenome	or	environmental	5683333	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175699	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_30	
SRR15884638	AMPLICON	Old_2	408	China	Illumina	NovaSeq	intestinal	fecal	16207758	PRJNA763023	SAMN21420925	Metagenome	or	environmental	8165654	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175698	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_2	
SRR15884639	AMPLICON	Old_29	408	China	Illumina	NovaSeq	intestinal	fecal	9572280	PRJNA763023	SAMN21420924	Metagenome	or	environmental	5006576	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175697	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_29	
SRR15884640	AMPLICON	Old_28	404	China	Illumina	NovaSeq	intestinal	fecal	16476993	PRJNA763023	SAMN21420923	Metagenome	or	environmental	8228739	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175696	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_28	
SRR15884641	AMPLICON	Old_27	403	China	Illumina	NovaSeq	intestinal	fecal	11637465	PRJNA763023	SAMN21420922	Metagenome	or	environmental	6215067	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175695	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_27	
SRR15884642	AMPLICON	Old_26	398	China	Illumina	NovaSeq	intestinal	fecal	13331770	PRJNA763023	SAMN21420921	Metagenome	or	environmental	6639511	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175694	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_26	
SRR15884643	AMPLICON	Old_25	419	China	Illumina	NovaSeq	intestinal	fecal	4653855	PRJNA763023	SAMN21420920	Metagenome	or	environmental	1810637	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175693	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_25	
SRR15884644	AMPLICON	Old_24	404	China	Illumina	NovaSeq	intestinal	fecal	10845402	PRJNA763023	SAMN21420919	Metagenome	or	environmental	5728381	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175692	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_24	
SRR15884645	AMPLICON	Old_23	396	China	Illumina	NovaSeq	intestinal	fecal	5384757	PRJNA763023	SAMN21420918	Metagenome	or	environmental	3157437	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175691	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_23	
SRR15884646	AMPLICON	Old_233	416	China	Illumina	NovaSeq	intestinal	fecal	4011550	PRJNA763023	SAMN21420917	Metagenome	or	environmental	1880735	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175690	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_233	
SRR15884647	AMPLICON	oControl_132	401	China	Illumina	NovaSeq	intestinal	fecal	14802836	PRJNA763023	SAMN21420602	Metagenome	or	environmental	7902741	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175689	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	oControl_132	
SRR15884648	AMPLICON	Old_232	403	China	Illumina	NovaSeq	intestinal	fecal	7543958	PRJNA763023	SAMN21420916	Metagenome	or	environmental	4536167	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175688	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_232	
SRR15884649	AMPLICON	Old_231	393	China	Illumina	NovaSeq	intestinal	fecal	6980855	PRJNA763023	SAMN21420915	Metagenome	or	environmental	4218252	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175687	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_231	
SRR15884650	AMPLICON	Old_230	396	China	Illumina	NovaSeq	intestinal	fecal	11154907	PRJNA763023	SAMN21420914	Metagenome	or	environmental	6725897	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175686	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_230	
SRR15884651	AMPLICON	Old_22	402	China	Illumina	NovaSeq	intestinal	fecal	6055703	PRJNA763023	SAMN21420913	Metagenome	or	environmental	3486617	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175685	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_22	
SRR15884652	AMPLICON	Old_229	397	China	Illumina	NovaSeq	intestinal	fecal	10976891	PRJNA763023	SAMN21420912	Metagenome	or	environmental	6651512	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175684	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_229	
SRR15884653	AMPLICON	Old_228	404	China	Illumina	NovaSeq	intestinal	fecal	10345040	PRJNA763023	SAMN21420911	Metagenome	or	environmental	6300817	LC-BIO	TECHNOLOGY	CO	2018-01	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX12175683	Asia	China:Shanghai	Homo	sapiens	6000	31	N	121	E	SINGLE	PCR	METAGENOMIC	human	gut	metagenome	ILLUMINA	2021-10-24T00:00:00Z	SRP336949	Old_228	
